schema_version,submission_id,method_id,method_name,configuration_id,candidate_group,selection_role,selected_from,base_format,operator_id,dtype,backend_id,hardware,peak_gflops,job_id,dataset_id,matrix_id,matrix_name,rows,cols,nnz,status,operations,preprocess_ms,solve_ms,solve_gflops,solve_only_efficiency_percent,timestamp,source_kind,accuracy_status,accuracy_reason,max_abs_error,max_rel_error,abs_tolerance,rel_tolerance,incorrect_rows
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/b1_ss,b1_ss,7,7,15,pass,30,1366.306173000,0.016128000,1.86011906238545,0.0191764851792314,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0,0,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_dyn,d_dyn,87,87,238,pass,476,2439.163361000,0.022783999,20.8918545457548,0.215379943770668,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,7.1054273576010019e-15,5.2001703414535245e-15,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_dyn1,d_dyn1,87,87,238,pass,476,2183.534400000,0.025088000,18.9732145537196,0.195600150038346,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,1.8189894035458565e-12,8.0772153339123588e-16,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_ss,d_ss,53,53,149,pass,298,1157.071434000,0.020480000,14.5507812867372,0.150008054502445,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,2.8421709430404007e-14,3.0708726820835634e-16,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,Hamrle/Hamrle1,Hamrle1,32,32,98,pass,196,3011.562764000,0.022528000,8.70028420279409,0.0896936515751968,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,1.4210854715202004e-14,8.9746922675937371e-16,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcspwr01,bcspwr01,39,39,131,pass,262,2176.514544000,0.018176000,14.4146125970447,0.14860425357778,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,2.2204460492503131e-16,1.2238501866430965e-16,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcspwr02,bcspwr02,49,49,167,pass,334,1858.297852000,0.018176001,18.3758797101832,0.189442058867868,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,4.4408920985006262e-16,1.6548648547264273e-16,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm01,bcsstm01,48,48,48,pass,96,1497.296826000,0.018432001,5.20833314911014,0.0536941561763931,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0,0,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm02,bcsstm02,66,66,66,pass,132,2285.902183000,0.019456000,6.78453945021811,0.0699437056723517,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0,0,9.9999999999999998e-13,1e-10,0
2,ghost-a100-sigma-fp64-128,ghost-sell-c32-sigma-128,"GHOST SELL-C-sigma (C=32, sigma=128)",sigma-128,ghost-sell,candidate,,sell,spmv.csr.fp64,fp64,A100-SXM4-80GB,A100-SXM4-80GB,9700,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm03,bcsstm03,112,112,112,pass,224,1061.620185000,0.017664000,12.6811594732006,0.130733602816501,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0,0,9.9999999999999998e-13,1e-10,0
