schema_version,submission_id,method_id,method_name,configuration_id,candidate_group,selection_role,selected_from,base_format,operator_id,dtype,backend_id,hardware,peak_gflops,job_id,dataset_id,matrix_id,matrix_name,rows,cols,nnz,status,operations,preprocess_ms,solve_ms,solve_gflops,solve_only_efficiency_percent,timestamp,source_kind,accuracy_status,accuracy_reason,max_abs_error,max_rel_error,abs_tolerance,rel_tolerance,incorrect_rows
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/b1_ss,b1_ss,7,7,15,pass,30,2238.412016000,0.017408000,1.7233455580119,0.00883766952826618,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,5.9604644775390625e-08,3.6633004168855021e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_dyn,d_dyn,87,87,238,pass,476,2332.481568000,0.018944000,25.1266887121951,0.128854813908693,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,2.5995333885475702e-07,3.5382588660703515e-07,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_dyn1,d_dyn1,87,87,238,pass,476,2298.233121000,0.019712000,24.1477270841236,0.123834497867301,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0.0012320913374423981,1.550825525311264e-07,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,Grund/d_ss,d_ss,53,53,149,pass,298,1083.675345000,0.017152000,17.3740674144089,0.0890977816123532,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0.00089275301434099674,1.3383361755267644e-07,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,Hamrle/Hamrle1,Hamrle1,32,32,98,pass,196,1142.399614000,0.017664000,11.0960142465356,0.056902637161721,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,3.0571280404956269e-06,1.0472870587108907e-07,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcspwr01,bcspwr01,39,39,131,pass,262,1576.846880000,0.019968000,13.1209937376159,0.067287147372389,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,1.4901161193847656e-07,5.8706044802927039e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcspwr02,bcspwr02,49,49,167,pass,334,2196.161821000,0.019968000,16.7267630090217,0.0857782718411372,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,1.3411045074462891e-07,7.7973029969739241e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm01,bcsstm01,48,48,48,pass,96,1432.767858000,0.018688000,5.13698635434004,0.0263435197658463,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,6.67572021484375e-06,5.2958037375134877e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm02,bcsstm02,66,66,66,pass,132,2219.021053000,0.018432000,7.16145826095166,0.0367254269792393,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,4.533621478230998e-09,5.5376245370304654e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm03,bcsstm03,112,112,112,pass,224,1907.625843000,0.022016000,10.1744186034392,0.0521765056586624,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,0.00012373924255371094,5.5757513956703182e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm04,bcsstm04,132,132,132,pass,264,1705.955747000,0.019455999,13.5690795499629,0.0695850233331428,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,6.1163394349250666e-09,5.5376245370304654e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm05,bcsstm05,153,153,153,pass,306,2058.557508000,0.017920000,17.0758924010628,0.0875686789798094,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,2.9058831785278016e-08,5.8064051054252132e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/bcsstm22,bcsstm22,138,138,138,pass,276,1883.497364000,0.017408000,15.8547795578224,0.0813065618349866,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,3.3642716390502869e-10,5.6389340753807673e-08,1.0000000000000001e-05,0.001,0
2,ghost-a100-sigma-fp32-2048,ghost-sell-c32-sigma-2048,"GHOST SELL-C-sigma (C=32, sigma=2048)",sigma-2048,ghost-sell,candidate,,sell,spmv.csr.fp32,fp32,A100-SXM4-80GB,A100-SXM4-80GB,19500,ghost-a100-recovery-20260826,suitesparse_validation_100,HB/can_24,can_24,24,24,160,pass,320,2220.027967000,0.017408000,18.3823526187937,0.0942684749681726,2026-08-26T00:00:00.000Z,recovered-a100-sigma,success,,3.2782554626464844e-07,8.0647532824443986e-08,1.0000000000000001e-05,0.001,0
